age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_50K
22,?,199005,Assoc_acdm,12,Never_married,?,Own_child,White,Male,0,0,40,United_States,0
26,Private,55860,Some_college,10,Never_married,Adm_clerical,Not_in_family,Black,Female,0,0,40,United_States,0
32,?,158784,7th_8th,4,Widowed,?,Not_in_family,White,Female,0,0,40,United_States,0
45,Private,55272,Assoc_voc,11,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
60,?,366531,Assoc_voc,11,Widowed,?,Not_in_family,White,Female,0,0,40,United_States,0
61,Private,175999,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
21,Private,131620,HS_grad,9,Married_spouse_absent,Machine_op_inspct,Own_child,White,Female,0,0,40,Dominican_Republic,0
28,Local_gov,296537,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,45,United_States,0
32,Self_emp_not_inc,29254,Some_college,10,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,50,United_States,1
25,Private,238605,HS_grad,9,Never_married,Sales,Own_child,White,Female,0,0,25,United_States,0
23,Private,171705,HS_grad,9,Never_married,Sales,Unmarried,White,Female,0,0,48,United_States,0
23,Private,176724,11th,7,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,Puerto_Rico,0
53,Private,126386,HS_grad,9,Divorced,Machine_op_inspct,Own_child,White,Male,0,0,40,United_States,0
37,Private,176159,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,1
47,Private,209057,Some_college,10,Divorced,Craft_repair,Unmarried,White,Male,0,0,40,United_States,1
57,Private,132704,Masters,14,Separated,Prof_specialty,Not_in_family,White,Male,10520,0,32,United_States,1
29,Private,137063,HS_grad,9,Never_married,Sales,Unmarried,White,Male,0,0,38,United_States,0
44,Self_emp_inc,60087,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,45,United_States,1
53,Private,124963,HS_grad,9,Divorced,Handlers_cleaners,Not_in_family,White,Male,0,0,40,United_States,0
29,Private,159768,HS_grad,9,Never_married,Machine_op_inspct,Not_in_family,White,Male,3325,0,40,Ecuador,0
44,Local_gov,208528,Assoc_acdm,12,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,30,United_States,0
43,Private,50197,10th,6,Separated,Other_service,Not_in_family,Black,Female,0,0,40,United_States,0
39,Private,284166,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,1902,50,United_States,1
20,Private,256796,HS_grad,9,Never_married,Adm_clerical,Own_child,Black,Female,0,0,40,United_States,0
40,Private,165858,Assoc_acdm,12,Never_married,Sales,Not_in_family,White,Male,0,0,80,United_States,1
54,Private,178530,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,60,United_States,1
48,Private,548568,Masters,14,Married_civ_spouse,Sales,Husband,White,Male,0,0,50,United_States,1
48,?,167381,HS_grad,9,Widowed,?,Unmarried,White,Female,0,0,25,United_States,0
35,Private,22055,Some_college,10,Married_civ_spouse,Prof_specialty,Husband,Amer_Indian_Eskimo,Male,0,0,60,United_States,0
47,Self_emp_not_inc,174533,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,0
48,Private,83545,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,65,United_States,1
30,Private,310889,Some_college,10,Never_married,Handlers_cleaners,Not_in_family,White,Male,0,0,55,United_States,0
18,Private,192583,Some_college,10,Never_married,Sales,Not_in_family,White,Female,0,0,30,United_States,0
41,Private,27305,HS_grad,9,Divorced,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,0
33,Private,290763,Some_college,10,Never_married,Sales,Not_in_family,White,Female,0,0,40,United_States,0
25,Private,218667,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,0
54,Self_emp_inc,124963,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,1
61,Private,221534,HS_grad,9,Divorced,Machine_op_inspct,Own_child,White,Female,0,0,40,United_States,0
45,Private,176841,HS_grad,9,Never_married,Other_service,Not_in_family,White,Female,0,0,40,El_Salvador,0
59,State_gov,354948,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,3103,0,40,United_States,1
75,Self_emp_inc,125197,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,26,United_States,0
53,Private,130143,Bachelors,13,Divorced,Sales,Not_in_family,White,Male,0,0,45,United_States,0
37,Private,265144,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,1
44,Private,191893,HS_grad,9,Never_married,Other_service,Own_child,White,Female,0,0,24,United_States,0
46,Private,215895,Masters,14,Never_married,Exec_managerial,Not_in_family,White,Male,4787,0,60,United_States,1
45,Private,363253,Some_college,10,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,50,?,1
35,Local_gov,190226,HS_grad,9,Never_married,Protective_serv,Own_child,White,Male,0,0,40,United_States,0
49,Private,61307,7th_8th,4,Married_civ_spouse,Machine_op_inspct,Husband,Other,Male,0,0,38,United_States,0
51,Private,104651,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,50,United_States,0
51,Private,163948,Assoc_voc,11,Married_civ_spouse,Tech_support,Husband,White,Male,0,0,40,United_States,1
24,Private,100321,Some_college,10,Divorced,Craft_repair,Not_in_family,White,Male,0,0,48,United_States,0
71,Local_gov,303860,Masters,14,Widowed,Exec_managerial,Not_in_family,White,Male,2050,0,20,United_States,0
39,Private,208778,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Wife,White,Female,0,0,40,United_States,1
22,Private,361487,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,0
31,Private,145924,Some_college,10,Divorced,Machine_op_inspct,Unmarried,White,Female,0,0,35,United_States,0
21,Private,27255,Some_college,10,Never_married,Adm_clerical,Own_child,White,Male,0,0,40,?,0
47,Local_gov,265097,HS_grad,9,Married_civ_spouse,Other_service,Husband,White,Male,4386,0,40,United_States,1
38,Private,33975,Bachelors,13,Married_civ_spouse,Tech_support,Husband,White,Male,0,0,45,United_States,0
63,Self_emp_inc,165611,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,35,United_States,0
34,Private,272411,Bachelors,13,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,0
25,Private,181576,Some_college,10,Never_married,Transport_moving,Not_in_family,White,Male,0,0,55,United_States,0
40,Local_gov,157240,Bachelors,13,Divorced,Prof_specialty,Unmarried,White,Female,0,0,70,United_States,0
48,Private,189462,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,7688,0,40,United_States,1
59,Self_emp_inc,52822,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,60,United_States,0
60,Federal_gov,237317,Assoc_voc,11,Divorced,Prof_specialty,Unmarried,White,Male,4934,0,40,United_States,1
38,Private,217349,Assoc_voc,11,Divorced,Prof_specialty,Not_in_family,White,Female,14344,0,40,United_States,1
50,Private,149784,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
47,Private,849067,12th,8,Divorced,Handlers_cleaners,Not_in_family,Black,Male,0,0,40,United_States,0
42,Private,108506,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,Amer_Indian_Eskimo,Male,0,0,60,United_States,0
50,Self_emp_inc,204447,Some_college,10,Divorced,Protective_serv,Not_in_family,White,Male,0,0,40,United_States,0
52,Private,294991,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,1
24,Private,117779,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,10,Hungary,0
55,?,487411,Masters,14,Married_civ_spouse,?,Husband,White,Male,0,0,40,United_States,1
38,State_gov,143059,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Female,0,0,45,United_States,0
18,?,210652,HS_grad,9,Never_married,?,Own_child,White,Male,0,0,15,United_States,0
47,Self_emp_inc,362835,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,1
36,Private,214031,10th,6,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,80,United_States,0
34,?,268127,12th,8,Separated,?,Unmarried,Black,Female,0,0,40,United_States,0
39,Local_gov,45607,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,56,United_States,0
42,Private,42346,HS_grad,9,Widowed,Exec_managerial,Not_in_family,Black,Female,0,0,35,United_States,0
20,State_gov,318382,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Male,0,0,40,United_States,0
32,Private,245482,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,Asian_Pac_Islander,Male,0,0,40,?,0
41,Private,177989,Doctorate,16,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,2051,60,United_States,0
36,Self_emp_not_inc,129150,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,50,United_States,1
21,Private,166517,HS_grad,9,Never_married,Craft_repair,Own_child,White,Male,0,0,40,United_States,0
51,Self_emp_not_inc,111939,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,35,United_States,1
32,Private,28984,Some_college,10,Never_married,Other_service,Not_in_family,White,Female,0,2001,25,United_States,0
22,Private,293324,HS_grad,9,Never_married,Exec_managerial,Not_in_family,White,Male,0,0,40,United_States,0
37,Private,185359,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,0
24,State_gov,231473,Assoc_acdm,12,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,30,United_States,0
67,Self_emp_not_inc,40021,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,35,United_States,0
57,Self_emp_not_inc,253267,5th_6th,3,Separated,Other_service,Unmarried,White,Female,0,0,35,Cuba,0
17,Private,209650,12th,8,Never_married,Other_service,Own_child,White,Male,0,0,20,United_States,0
32,Private,294121,Assoc_acdm,12,Divorced,Machine_op_inspct,Not_in_family,White,Female,0,0,50,United_States,0
23,Local_gov,324960,HS_grad,9,Never_married,Farming_fishing,Not_in_family,White,Male,0,0,40,Poland,0
58,Private,113398,HS_grad,9,Never_married,Other_service,Other_relative,White,Male,0,0,25,United_States,0
36,Private,252231,Preschool,1,Never_married,Machine_op_inspct,Not_in_family,Black,Male,0,0,40,Puerto_Rico,0
42,Private,123816,HS_grad,9,Divorced,Machine_op_inspct,Not_in_family,Black,Female,0,0,40,United_States,0
69,Private,228921,Bachelors,13,Widowed,Prof_specialty,Not_in_family,White,Male,0,2282,40,United_States,1
35,Private,87556,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,45,United_States,1
51,Private,28978,Some_college,10,Widowed,Other_service,Not_in_family,White,Female,0,0,40,United_States,0
29,Private,249948,Bachelors,13,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,50,United_States,0
55,State_gov,157639,Some_college,10,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,40,United_States,1
27,Private,100168,7th_8th,4,Married_civ_spouse,Other_service,Wife,White,Female,0,0,40,United_States,0
34,Private,275771,HS_grad,9,Divorced,Exec_managerial,Unmarried,White,Female,0,0,50,United_States,0
29,Private,286452,Assoc_acdm,12,Divorced,Sales,Unmarried,White,Female,3418,0,40,United_States,0
56,Private,456592,HS_grad,9,Divorced,Other_service,Unmarried,White,Female,0,0,37,United_States,0
31,Private,446512,Some_college,10,Separated,Other_service,Unmarried,Black,Female,0,0,40,United_States,0
26,Private,211231,Bachelors,13,Married_civ_spouse,Prof_specialty,Wife,White,Female,0,0,40,United_States,1
45,Private,153682,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,Black,Male,0,0,40,United_States,1
26,Private,34803,HS_grad,9,Never_married,Exec_managerial,Not_in_family,White,Female,0,0,40,United_States,0
32,Private,30433,Bachelors,13,Never_married,Tech_support,Other_relative,White,Female,0,0,72,United_States,0
23,Private,192812,Bachelors,13,Never_married,Tech_support,Own_child,White,Female,0,0,40,United_States,0
55,Private,27227,Some_college,10,Married_civ_spouse,Other_service,Husband,White,Male,0,1977,35,United_States,1
46,Federal_gov,110884,HS_grad,9,Never_married,Adm_clerical,Not_in_family,Amer_Indian_Eskimo,Male,0,0,40,United_States,0
30,Private,263150,HS_grad,9,Divorced,Machine_op_inspct,Unmarried,White,Female,0,0,20,United_States,0
53,Private,122412,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,0
29,Private,363963,HS_grad,9,Divorced,Other_service,Not_in_family,White,Female,0,0,40,United_States,0
50,Self_emp_not_inc,391016,Bachelors,13,Divorced,Exec_managerial,Not_in_family,White,Male,0,0,30,United_States,0
28,Private,180299,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,48,United_States,0
40,Self_emp_not_inc,240698,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,60,United_States,0
34,Local_gov,126584,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,45,United_States,0
39,Private,114605,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
34,Private,88215,Masters,14,Married_civ_spouse,Prof_specialty,Wife,Asian_Pac_Islander,Female,0,0,40,China,1
40,Private,83827,Some_college,10,Divorced,Craft_repair,Unmarried,White,Female,0,0,40,England,0
29,Private,207513,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,56,United_States,0
64,Self_emp_inc,51286,Masters,14,Married_civ_spouse,Sales,Husband,White,Male,6418,0,65,United_States,1
20,Private,54012,HS_grad,9,Never_married,Handlers_cleaners,Own_child,White,Male,0,0,40,United_States,0
29,Self_emp_not_inc,227890,Bachelors,13,Never_married,Prof_specialty,Not_in_family,Black,Male,0,0,40,United_States,0
34,Private,255830,Assoc_acdm,12,Divorced,Craft_repair,Unmarried,Black,Female,7443,0,40,United_States,0
26,Private,138537,11th,7,Never_married,Exec_managerial,Not_in_family,Black,Male,0,0,50,United_States,0
46,Private,102308,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,56,United_States,1
21,?,398480,Some_college,10,Never_married,?,Own_child,White,Female,0,0,40,United_States,0
47,Private,167159,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,1
59,Private,175290,7th_8th,4,Never_married,Other_service,Other_relative,White,Male,0,0,32,United_States,0
37,Self_emp_not_inc,241306,HS_grad,9,Divorced,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,0
52,Private,311931,5th_6th,3,Married_civ_spouse,Sales,Wife,White,Female,0,0,15,El_Salvador,0
32,Private,170276,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Female,0,0,46,United_States,1
38,?,104094,Some_college,10,Married_civ_spouse,?,Husband,White,Male,0,0,15,United_States,0
25,Private,125159,Assoc_acdm,12,Married_civ_spouse,Handlers_cleaners,Husband,Black,Male,0,0,40,Jamaica,0
42,Local_gov,121012,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,45,United_States,1
76,Private,328227,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,White,Male,5556,0,13,United_States,1
23,Private,302195,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,0
48,Private,166929,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,45,?,1
33,Federal_gov,159548,Assoc_acdm,12,Never_married,Adm_clerical,Unmarried,Black,Female,0,0,40,United_States,0
47,Local_gov,172246,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,60,United_States,1
33,Private,45796,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,1
40,Self_emp_not_inc,355856,Bachelors,13,Married_spouse_absent,Exec_managerial,Not_in_family,Asian_Pac_Islander,Male,0,0,40,United_States,0
20,Private,314539,HS_grad,9,Never_married,Machine_op_inspct,Own_child,White,Male,0,0,40,United_States,0
56,Private,142182,Assoc_voc,11,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,45,United_States,1
46,Local_gov,126524,Bachelors,13,Married_civ_spouse,Prof_specialty,Wife,White,Female,0,1902,40,United_States,1
42,Private,29320,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,0
24,Private,204935,Masters,14,Never_married,Adm_clerical,Not_in_family,White,Male,0,0,56,United_States,0
44,Private,199031,Some_college,10,Divorced,Transport_moving,Own_child,White,Male,0,1380,40,United_States,0
25,Private,315643,HS_grad,9,Married_civ_spouse,Other_service,Husband,White,Male,0,0,30,United_States,0
42,Private,195584,Assoc_acdm,12,Separated,Adm_clerical,Unmarried,Black,Female,0,0,40,United_States,0
26,Private,198986,HS_grad,9,Never_married,Craft_repair,Other_relative,White,Male,0,0,40,United_States,0
50,Self_emp_not_inc,204402,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,84,United_States,1
42,Private,119679,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,1579,42,United_States,0
22,?,154235,Some_college,10,Married_civ_spouse,?,Wife,White,Female,3781,0,35,United_States,0
28,Private,267912,HS_grad,9,Never_married,Craft_repair,Unmarried,White,Male,0,0,40,Mexico,0
29,Local_gov,273771,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,45,United_States,0
55,Self_emp_not_inc,99551,Bachelors,13,Widowed,Sales,Unmarried,White,Female,0,0,15,United_States,0
42,Federal_gov,236503,Some_college,10,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,0
42,Self_emp_inc,188615,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,0,0,60,United_States,1
44,Private,222635,5th_6th,3,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,0,0,40,United_States,0
53,Self_emp_not_inc,135339,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,Asian_Pac_Islander,Male,7688,0,20,China,1
56,Private,193818,9th,5,Divorced,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,0
29,Private,109814,Bachelors,13,Never_married,Handlers_cleaners,Own_child,White,Male,0,0,40,United_States,0
27,Private,109004,HS_grad,9,Separated,Craft_repair,Unmarried,Black,Male,0,0,40,United_States,0
46,Private,98524,Bachelors,13,Divorced,Exec_managerial,Not_in_family,White,Male,0,0,40,Canada,1
37,Private,84306,Some_college,10,Married_civ_spouse,Other_service,Husband,White,Male,0,0,40,United_States,0
28,Local_gov,33662,Masters,14,Married_civ_spouse,Prof_specialty,Wife,White,Female,7298,0,40,United_States,1
24,Federal_gov,104164,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,0
40,Self_emp_not_inc,177810,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,30,United_States,0
18,Private,120691,Some_college,10,Never_married,Other_service,Own_child,Black,Male,0,0,35,?,0
33,Private,251120,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,7688,0,50,United_States,1
48,Private,26502,HS_grad,9,Divorced,Exec_managerial,Not_in_family,White,Male,0,0,40,United_States,0
55,Private,277034,Some_college,10,Divorced,Protective_serv,Not_in_family,White,Male,0,0,40,United_States,0
44,Private,408717,HS_grad,9,Divorced,Sales,Not_in_family,White,Male,3674,0,50,United_States,0
26,Private,223464,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,0
44,Private,335223,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,1
18,Private,25828,11th,7,Never_married,Handlers_cleaners,Own_child,White,Male,0,0,16,United_States,0
25,Private,158734,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,45,United_States,0
30,Private,307353,HS_grad,9,Never_married,Other_service,Unmarried,Black,Female,0,0,35,United_States,0
41,Federal_gov,149102,HS_grad,9,Never_married,Handlers_cleaners,Not_in_family,White,Male,0,1980,40,United_States,0
62,Private,44013,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
45,Private,155093,10th,6,Divorced,Other_service,Not_in_family,Black,Female,0,0,38,Dominican_Republic,0
22,Private,380899,Some_college,10,Never_married,Craft_repair,Own_child,White,Male,0,0,40,United_States,0
39,Private,108419,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
18,Private,335665,11th,7,Never_married,Other_service,Other_relative,Black,Female,0,0,24,United_States,0
64,?,104756,Some_college,10,Widowed,?,Unmarried,White,Female,0,0,8,United_States,0
53,Private,366957,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,Asian_Pac_Islander,Male,99999,0,50,India,1
29,Private,114870,Some_college,10,Divorced,Craft_repair,Own_child,White,Male,0,0,40,United_States,0
30,?,138744,HS_grad,9,Never_married,?,Own_child,White,Male,0,0,40,United_States,0
27,Private,104457,Bachelors,13,Never_married,Machine_op_inspct,Not_in_family,Asian_Pac_Islander,Male,0,0,40,?,0
37,Private,246677,HS_grad,9,Separated,Prof_specialty,Unmarried,White,Female,0,0,38,United_States,0
46,Private,207733,1st_4th,2,Widowed,Other_service,Unmarried,White,Female,0,0,40,Puerto_Rico,0
34,Private,378723,10th,6,Separated,Exec_managerial,Unmarried,White,Female,0,0,45,United_States,0
32,Private,127875,Bachelors,13,Married_civ_spouse,Tech_support,Wife,White,Female,0,0,40,United_States,1
56,Private,133819,HS_grad,9,Divorced,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,0
38,Private,104089,Assoc_voc,11,Never_married,Craft_repair,Own_child,White,Male,0,0,40,United_States,0
31,Self_emp_not_inc,357145,Doctorate,16,Never_married,Prof_specialty,Own_child,White,Female,0,0,48,United_States,0
53,Private,287927,HS_grad,9,Divorced,Sales,Not_in_family,White,Female,0,0,60,England,0
59,Private,271571,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,15024,0,50,United_States,1
26,Private,177951,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,48,United_States,0
45,Local_gov,375606,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,1
33,Private,119913,Assoc_voc,11,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,1
41,Private,92775,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,60,United_States,1
23,Private,189203,Some_college,10,Never_married,Other_service,Not_in_family,White,Male,0,0,25,United_States,0
37,Private,161141,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,1
34,Private,231043,Assoc_voc,11,Married_civ_spouse,Adm_clerical,Husband,White,Male,3908,0,45,United_States,0
56,Private,367200,HS_grad,9,Divorced,Craft_repair,Other_relative,White,Male,0,0,40,United_States,0
25,Private,103358,Some_college,10,Never_married,Machine_op_inspct,Own_child,White,Male,0,0,40,India,0
19,Private,247679,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,0,0,45,United_States,0
41,Private,117585,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,1485,40,United_States,1
22,Private,188544,Assoc_voc,11,Never_married,Adm_clerical,Own_child,White,Female,0,0,30,United_States,0
51,Self_emp_not_inc,268639,Some_college,10,Married_civ_spouse,Prof_specialty,Wife,White,Female,0,2057,60,Canada,0
41,Private,204415,11th,7,Divorced,Handlers_cleaners,Not_in_family,White,Male,0,0,48,United_States,0
26,Self_emp_inc,79078,HS_grad,9,Never_married,Farming_fishing,Not_in_family,White,Male,0,0,50,United_States,0
20,Private,177287,HS_grad,9,Never_married,Exec_managerial,Own_child,White,Female,0,0,40,United_States,0
47,Private,304133,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,45,United_States,0
50,Private,339954,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,1
28,Private,251905,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,50,United_States,0
19,Private,292590,Some_college,10,Never_married,Other_service,Own_child,White,Female,0,0,20,United_States,0
42,Private,196344,Some_college,10,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,40,Guatemala,0
32,State_gov,204052,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,45,United_States,1
28,Private,138054,Assoc_acdm,12,Never_married,Other_service,Not_in_family,Other,Male,0,0,40,United_States,0
30,Private,176871,Some_college,10,Separated,Adm_clerical,Unmarried,Black,Female,0,0,40,United_States,0
51,Private,29887,Bachelors,13,Divorced,Tech_support,Not_in_family,White,Male,0,1590,40,United_States,0
25,Private,147638,Bachelors,13,Never_married,Adm_clerical,Own_child,Asian_Pac_Islander,Female,0,0,40,India,0
33,Private,183125,HS_grad,9,Never_married,Sales,Not_in_family,White,Female,0,0,45,United_States,0
24,Private,205844,Bachelors,13,Never_married,Exec_managerial,Own_child,Black,Female,0,0,40,United_States,0
46,Local_gov,155654,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,0
20,Private,187149,HS_grad,9,Never_married,Craft_repair,Own_child,Black,Female,0,0,40,United_States,0
46,Private,135803,Bachelors,13,Never_married,Exec_managerial,Not_in_family,Asian_Pac_Islander,Male,0,0,40,Philippines,0
47,Private,341995,Some_college,10,Divorced,Sales,Own_child,White,Male,0,0,55,United_States,0
65,Local_gov,382245,HS_grad,9,Widowed,Exec_managerial,Unmarried,White,Female,0,0,40,United_States,0
52,Local_gov,178983,HS_grad,9,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,0
18,Private,240543,11th,7,Never_married,Other_service,Own_child,White,Female,0,0,20,United_States,0
41,Private,421837,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,40,United_States,0
43,Federal_gov,190020,Prof_school,15,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,60,United_States,0
34,Self_emp_inc,175761,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,60,United_States,1
24,Private,236696,Some_college,10,Never_married,Other_service,Not_in_family,White,Male,0,0,30,United_States,0
24,Private,200973,Some_college,10,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,0
45,Private,174794,Some_college,10,Divorced,Priv_house_serv,Not_in_family,White,Female,0,0,29,United_States,0
36,State_gov,210830,Masters,14,Never_married,Prof_specialty,Own_child,White,Female,0,0,30,United_States,0
38,Private,33394,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,75,United_States,1
31,State_gov,152109,Assoc_voc,11,Divorced,Protective_serv,Not_in_family,White,Male,0,0,40,United_States,0
37,Federal_gov,408229,HS_grad,9,Divorced,Tech_support,Unmarried,White,Female,0,0,40,United_States,0
46,Private,266337,Assoc_voc,11,Divorced,Craft_repair,Unmarried,White,Male,0,0,40,United_States,0
28,Private,190836,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,3411,0,40,United_States,0
44,Self_emp_not_inc,360879,Some_college,10,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,1902,80,United_States,1
23,Private,173670,Bachelors,13,Married_civ_spouse,Exec_managerial,Wife,White,Female,0,0,45,United_States,0
49,Private,178160,Assoc_acdm,12,Widowed,Sales,Not_in_family,White,Female,0,0,40,Germany,0
30,Private,117393,HS_grad,9,Never_married,Sales,Not_in_family,White,Female,0,0,40,United_States,0
64,Private,181530,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,1
